item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA00705,BRIMNES,Sofa,18923,Space-saving furniture with easy assembly.,Henrik Preutz,44,53,187,"Grey, Blue, Beige",True,3.5,257,Product Name: BRIMNES. Category: Sofa. Price: 18923. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 187cm width x 44cm depth x 53cm height.
IKEA00706,BESTA,Sofa,18898,Minimalist design suitable for modern homes.,Ola Wihlborg,46,31,80,"Blue, White, Brown",False,3.3,104,Product Name: BESTA. Category: Sofa. Price: 18898. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 80cm width x 46cm depth x 31cm height.
IKEA00707,ALEX,TV Unit,44550,Space-saving furniture with easy assembly.,Ola Wihlborg,92,74,46,"Brown, Beige, White",True,3.5,296,Product Name: ALEX. Category: TV Unit. Price: 44550. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 46cm width x 92cm depth x 74cm height.
IKEA00708,IVAR,Desk,34779,Space-saving furniture with easy assembly.,Henrik Preutz,44,203,35,"Grey, Beige, Green",False,3.0,223,Product Name: IVAR. Category: Desk. Price: 34779. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 35cm width x 44cm depth x 203cm height.
IKEA00709,ALEX,Dining Furniture,43099,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,75,134,100,"Black, Beige, Grey",False,4.0,269,Product Name: ALEX. Category: Dining Furniture. Price: 43099. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 100cm width x 75cm depth x 134cm height.
IKEA00710,TROFAST,Sofa,47764,Compact furniture suitable for small apartments.,IKEA Design Team,55,137,166,"Green, Brown, White",False,3.4,46,Product Name: TROFAST. Category: Sofa. Price: 47764. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 166cm width x 55cm depth x 137cm height.
IKEA00711,POANG,Sofa,48828,Compact furniture suitable for small apartments.,Monika Mulder,29,93,80,"Brown, Green, Blue",True,4.3,54,Product Name: POANG. Category: Sofa. Price: 48828. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 80cm width x 29cm depth x 93cm height.
IKEA00712,KALLAX,Storage,28807,Simple design with clean Scandinavian lines.,IKEA Design Team,95,190,115,"Grey, Black, White",False,3.5,179,Product Name: KALLAX. Category: Storage. Price: 28807. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 115cm width x 95cm depth x 190cm height.
IKEA00713,IVAR,Sofa,22361,Affordable and stylish furniture for everyday use.,Jon Karlsson,29,183,188,"Green, Blue, White",False,4.2,48,Product Name: IVAR. Category: Sofa. Price: 22361. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 188cm width x 29cm depth x 183cm height.
IKEA00714,KALLAX,Sofa,25231,Durable furniture with practical storage space.,IKEA Design Team,36,45,143,"White, Brown, Grey",False,3.1,351,Product Name: KALLAX. Category: Sofa. Price: 25231. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 143cm width x 36cm depth x 45cm height.
IKEA00715,KALLAX,Cabinet,3920,Durable furniture with practical storage space.,Monika Mulder,71,54,188,"Blue, Black, Grey",True,3.9,242,Product Name: KALLAX. Category: Cabinet. Price: 3920. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 188cm width x 71cm depth x 54cm height.
IKEA00716,TROFAST,Bookshelf,41145,Affordable and stylish furniture for everyday use.,IKEA Design Team,63,196,36,"Green, Grey, Brown",True,3.2,11,Product Name: TROFAST. Category: Bookshelf. Price: 41145. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 36cm width x 63cm depth x 196cm height.
IKEA00717,POANG,Chair,39354,Simple design with clean Scandinavian lines.,Jon Karlsson,93,62,193,"Grey, Brown, Oak",False,4.4,232,Product Name: POANG. Category: Chair. Price: 39354. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 193cm width x 93cm depth x 62cm height.
IKEA00718,MALM,Desk,9521,Simple design with clean Scandinavian lines.,IKEA Design Team,27,62,109,"Blue, Grey, Beige",True,3.6,458,Product Name: MALM. Category: Desk. Price: 9521. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 109cm width x 27cm depth x 62cm height.
IKEA00719,MICKE,Table,10159,Minimalist design suitable for modern homes.,Henrik Preutz,97,117,104,"Beige, White, Grey",True,3.1,264,Product Name: MICKE. Category: Table. Price: 10159. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 104cm width x 97cm depth x 117cm height.
IKEA00720,IVAR,Cabinet,4077,Minimalist design suitable for modern homes.,Henrik Preutz,45,81,193,"Oak, Blue, White",True,3.4,248,Product Name: IVAR. Category: Cabinet. Price: 4077. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 193cm width x 45cm depth x 81cm height.
IKEA00721,BRIMNES,Storage,39805,Space-saving furniture with easy assembly.,Henrik Preutz,94,174,115,"Grey, Oak, Brown",True,3.2,453,Product Name: BRIMNES. Category: Storage. Price: 39805. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 115cm width x 94cm depth x 174cm height.
IKEA00722,TROFAST,Sofa,33000,Compact furniture suitable for small apartments.,IKEA Design Team,48,207,88,"Green, Grey, Black",True,4.0,398,Product Name: TROFAST. Category: Sofa. Price: 33000. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 88cm width x 48cm depth x 207cm height.
IKEA00723,IVAR,Wardrobe,49000,Minimalist design suitable for modern homes.,Jon Karlsson,71,77,31,"Beige, White, Blue",True,3.1,63,Product Name: IVAR. Category: Wardrobe. Price: 49000. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 31cm width x 71cm depth x 77cm height.
IKEA00724,MALM,Bed,29361,Compact furniture suitable for small apartments.,Ola Wihlborg,66,41,37,"Oak, Black, Brown",True,3.4,139,Product Name: MALM. Category: Bed. Price: 29361. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 37cm width x 66cm depth x 41cm height.
IKEA00725,BRIMNES,Table,22769,Simple design with clean Scandinavian lines.,Ola Wihlborg,51,75,80,"White, Black, Brown",True,3.0,351,Product Name: BRIMNES. Category: Table. Price: 22769. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 80cm width x 51cm depth x 75cm height.
IKEA00726,MALM,Bookshelf,43416,Simple design with clean Scandinavian lines.,IKEA Design Team,63,83,108,"Green, Black, Brown",True,4.3,486,Product Name: MALM. Category: Bookshelf. Price: 43416. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 108cm width x 63cm depth x 83cm height.
IKEA00727,MICKE,TV Unit,28923,Space-saving furniture with easy assembly.,IKEA Design Team,35,66,63,"Oak, Black, Grey",False,4.4,167,Product Name: MICKE. Category: TV Unit. Price: 28923. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 63cm width x 35cm depth x 66cm height.
IKEA00728,POANG,Bookshelf,42189,Compact furniture suitable for small apartments.,IKEA Design Team,98,180,78,"Grey, Blue, Black",True,3.5,327,Product Name: POANG. Category: Bookshelf. Price: 42189. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 78cm width x 98cm depth x 180cm height.
IKEA00729,TROFAST,Bed,8786,Simple design with clean Scandinavian lines.,Ola Wihlborg,94,155,83,"Black, Blue, Oak",True,3.3,203,Product Name: TROFAST. Category: Bed. Price: 8786. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 83cm width x 94cm depth x 155cm height.
IKEA00730,TROFAST,Dining Furniture,49725,Affordable and stylish furniture for everyday use.,Henrik Preutz,83,162,148,"Brown, Green, Beige",True,4.1,252,Product Name: TROFAST. Category: Dining Furniture. Price: 49725. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 148cm width x 83cm depth x 162cm height.
IKEA00731,BRIMNES,Storage,31547,Durable furniture with practical storage space.,Ola Wihlborg,71,193,179,"White, Black, Blue",True,3.9,125,Product Name: BRIMNES. Category: Storage. Price: 31547. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 179cm width x 71cm depth x 193cm height.
IKEA00732,PAX,Desk,20552,Minimalist design suitable for modern homes.,Monika Mulder,93,70,125,"Grey, Green, White",True,4.5,156,Product Name: PAX. Category: Desk. Price: 20552. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 125cm width x 93cm depth x 70cm height.
IKEA00733,EKET,Cabinet,23539,Compact furniture suitable for small apartments.,Ola Wihlborg,25,149,161,"Beige, Oak, Blue",False,3.9,193,Product Name: EKET. Category: Cabinet. Price: 23539. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 161cm width x 25cm depth x 149cm height.
IKEA00734,TROFAST,Storage,21275,Durable furniture with practical storage space.,Monika Mulder,23,75,143,"Oak, Brown, Beige",True,3.7,47,Product Name: TROFAST. Category: Storage. Price: 21275. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 143cm width x 23cm depth x 75cm height.
IKEA00735,LACK,Cabinet,34105,Affordable and stylish furniture for everyday use.,IKEA Design Team,55,88,55,"Black, White, Brown",True,4.1,175,Product Name: LACK. Category: Cabinet. Price: 34105. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 55cm width x 55cm depth x 88cm height.
IKEA00736,HEMNES,Dining Furniture,22076,Durable furniture with practical storage space.,Henrik Preutz,55,78,184,"Brown, Blue, Beige",True,3.0,158,Product Name: HEMNES. Category: Dining Furniture. Price: 22076. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 184cm width x 55cm depth x 78cm height.
IKEA00737,LACK,Wardrobe,26963,Minimalist design suitable for modern homes.,Ola Wihlborg,21,150,197,"Brown, Blue, Oak",True,3.5,388,Product Name: LACK. Category: Wardrobe. Price: 26963. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 197cm width x 21cm depth x 150cm height.
IKEA00738,HEMNES,Storage,15816,Affordable and stylish furniture for everyday use.,Ola Wihlborg,90,149,148,"Beige, Blue, White",True,4.7,224,Product Name: HEMNES. Category: Storage. Price: 15816. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 148cm width x 90cm depth x 149cm height.
IKEA00739,TROFAST,Bookshelf,14234,Minimalist design suitable for modern homes.,Monika Mulder,91,37,125,"Brown, Grey, Black",True,4.9,9,Product Name: TROFAST. Category: Bookshelf. Price: 14234. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 125cm width x 91cm depth x 37cm height.
IKEA00740,EKET,Dining Furniture,23742,Durable furniture with practical storage space.,Jon Karlsson,73,138,133,"Grey, Brown, Green",True,4.1,21,Product Name: EKET. Category: Dining Furniture. Price: 23742. Description: Durable furniture with practical storage space.. Designer: Jon Karlsson. Dimensions: 133cm width x 73cm depth x 138cm height.
IKEA00741,MALM,Table,22142,Affordable and stylish furniture for everyday use.,Ola Wihlborg,97,176,130,"Blue, Black, Oak",True,4.1,101,Product Name: MALM. Category: Table. Price: 22142. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 130cm width x 97cm depth x 176cm height.
IKEA00742,EKET,Chair,22049,Affordable and stylish furniture for everyday use.,Monika Mulder,58,53,73,"Black, Beige, Grey",True,3.1,357,Product Name: EKET. Category: Chair. Price: 22049. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 73cm width x 58cm depth x 53cm height.
IKEA00743,POANG,Storage,2257,Compact furniture suitable for small apartments.,Jon Karlsson,28,128,102,"Oak, Black, Brown",True,3.9,193,Product Name: POANG. Category: Storage. Price: 2257. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 102cm width x 28cm depth x 128cm height.
IKEA00744,MICKE,Sofa,11759,Durable furniture with practical storage space.,Monika Mulder,70,70,58,"Brown, Grey, Oak",False,4.5,204,Product Name: MICKE. Category: Sofa. Price: 11759. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 58cm width x 70cm depth x 70cm height.
IKEA00745,IVAR,Desk,9014,Simple design with clean Scandinavian lines.,Jon Karlsson,59,140,200,"Green, Black, Grey",True,4.2,262,Product Name: IVAR. Category: Desk. Price: 9014. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 200cm width x 59cm depth x 140cm height.
IKEA00746,BRIMNES,Dining Furniture,30577,Durable furniture with practical storage space.,Jon Karlsson,20,66,144,"Black, Blue, Oak",True,4.1,471,Product Name: BRIMNES. Category: Dining Furniture. Price: 30577. Description: Durable furniture with practical storage space.. Designer: Jon Karlsson. Dimensions: 144cm width x 20cm depth x 66cm height.
IKEA00747,POANG,Storage,30658,Minimalist design suitable for modern homes.,Ola Wihlborg,25,218,53,"Grey, Beige, Oak",True,4.4,369,Product Name: POANG. Category: Storage. Price: 30658. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 53cm width x 25cm depth x 218cm height.
IKEA00748,TROFAST,Bed,26129,Affordable and stylish furniture for everyday use.,Jon Karlsson,73,93,75,"Blue, Oak, Green",True,4.4,53,Product Name: TROFAST. Category: Bed. Price: 26129. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 75cm width x 73cm depth x 93cm height.
IKEA00749,PAX,Sofa,16207,Simple design with clean Scandinavian lines.,Jon Karlsson,55,190,167,"Grey, Beige, White",True,4.8,215,Product Name: PAX. Category: Sofa. Price: 16207. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 167cm width x 55cm depth x 190cm height.
IKEA00750,TROFAST,Cabinet,8443,Durable furniture with practical storage space.,IKEA Design Team,33,159,113,"Blue, Oak, Black",True,3.4,27,Product Name: TROFAST. Category: Cabinet. Price: 8443. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 113cm width x 33cm depth x 159cm height.
IKEA00751,EKET,Sofa,5295,Space-saving furniture with easy assembly.,Monika Mulder,68,117,132,"Oak, Green, White",True,3.5,368,Product Name: EKET. Category: Sofa. Price: 5295. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 132cm width x 68cm depth x 117cm height.
